00:00:00.003141 main     VirtualBox COM Server 7.1.10 r169112 win.amd64 (Jun  3 2025 13:11:30) release log
00:00:00.003143 main     Log opened 2025-10-24T08:28:44.876931700Z
00:03:19.180288          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={70401eef-c8e9-466b-9660-45cb3e9979e4} aComponent={ExtPackManagerWrap} aText={No extension pack by the name 'Oracle VirtualBox Extension Pack' was found}, preserve=false aResultDetail=0
00:03:19.237124          ERROR [COM]: aRC=E_FAIL (0x80004005) aIID={bea3ef5c-de2f-4b74-aa3a-15d6249371a0} aComponent={RecordingSettingsWrap} aText={Recording not started}, preserve=false aResultDetail=0
00:03:19.512328          Saving settings file "C:\Users\iidone\.VirtualBox\VirtualBox.xml" with version "1.12-windows"
00:03:19.515231          Finished saving settings file "C:\Users\iidone\.VirtualBox\VirtualBox.xml"
00:03:20.551163          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:03:20.553081          ERROR [COM]: aRC=E_FAIL (0x80004005) aIID={bea3ef5c-de2f-4b74-aa3a-15d6249371a0} aComponent={RecordingSettingsWrap} aText={Recording not started}, preserve=false aResultDetail=0
00:03:20.564688          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={SessionMachine} aText={The machine is not mutable or saved (state is Starting)}, preserve=false aResultDetail=0
00:03:20.565626          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Starting)}, preserve=false aResultDetail=0
00:03:20.595000          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={SessionMachine} aText={The machine is not mutable or saved (state is Starting)}, preserve=false aResultDetail=0
00:03:20.597507          Saving settings file "C:\Users\iidone\VirtualBox VMs\bardak\bardak.vbox" with version "1.19-windows"
00:03:20.600867          Finished saving settings file "C:\Users\iidone\VirtualBox VMs\bardak\bardak.vbox"
00:03:20.669292          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:03:20.674832          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Starting)}, preserve=false aResultDetail=0
00:03:20.948663          Saving settings file "C:\Users\iidone\.VirtualBox\VirtualBox.xml" with version "1.12-windows"
00:03:20.951798          Finished saving settings file "C:\Users\iidone\.VirtualBox\VirtualBox.xml"
00:03:21.488092          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={7d510820-a678-4730-a862-818dcd3fbed0} aComponent={MediumWrap} aText={Property 'CRYPT/KeyId' does not exist}, preserve=false aResultDetail=0
00:03:21.488770          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={7d510820-a678-4730-a862-818dcd3fbed0} aComponent={MediumWrap} aText={Property 'CRYPT/KeyId' does not exist}, preserve=false aResultDetail=0
00:03:21.489464          HostDnsMonitorProxy::GetDomainName: no domain set
00:03:21.489513          HostDnsMonitorProxy::GetNameServers:
00:03:21.489518            name server 1: 172.20.10.1
00:03:21.489552          HostDnsMonitorProxy::GetSearchStrings:
00:03:21.489557            no search string entries
00:03:21.511460          ERROR [COM]: aRC=E_FAIL (0x80004005) aIID={bea3ef5c-de2f-4b74-aa3a-15d6249371a0} aComponent={RecordingSettingsWrap} aText={Recording not started}, preserve=false aResultDetail=0
00:03:21.537179          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:03:21.554174          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
00:03:24.355217          Saving settings file "C:\Users\iidone\VirtualBox VMs\bardak\bardak.vbox" with version "1.19-windows"
00:03:24.357640          Finished saving settings file "C:\Users\iidone\VirtualBox VMs\bardak\bardak.vbox"
00:03:24.363521          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:03:24.385697          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
00:03:25.683680          Saving settings file "C:\Users\iidone\VirtualBox VMs\bardak\bardak.vbox" with version "1.19-windows"
00:03:25.698811          Finished saving settings file "C:\Users\iidone\VirtualBox VMs\bardak\bardak.vbox"
00:03:25.708402          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:03:25.717049          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
00:03:47.108921          Saving settings file "C:\Users\iidone\VirtualBox VMs\bardak\bardak.vbox" with version "1.19-windows"
00:03:47.111779          Finished saving settings file "C:\Users\iidone\VirtualBox VMs\bardak\bardak.vbox"
00:03:47.121241          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:03:47.129298          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
00:03:48.136619          Saving settings file "C:\Users\iidone\VirtualBox VMs\bardak\bardak.vbox" with version "1.19-windows"
00:03:48.139617          Finished saving settings file "C:\Users\iidone\VirtualBox VMs\bardak\bardak.vbox"
00:03:48.147729          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:03:48.157314          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
00:03:51.232103          Saving settings file "C:\Users\iidone\VirtualBox VMs\bardak\bardak.vbox" with version "1.19-windows"
00:03:51.235422          Finished saving settings file "C:\Users\iidone\VirtualBox VMs\bardak\bardak.vbox"
00:03:51.242753          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:03:51.254782          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
00:03:54.073793          Saving settings file "C:\Users\iidone\VirtualBox VMs\bardak\bardak.vbox" with version "1.19-windows"
00:03:54.087206          Finished saving settings file "C:\Users\iidone\VirtualBox VMs\bardak\bardak.vbox"
00:03:54.097076          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:03:54.110339          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
00:04:30.002966 dns-monitor HostDnsMonitor: updating information
00:04:30.003011 dns-monitor HostDnsMonitor: unchanged
00:04:50.090675          Saving settings file "C:\Users\iidone\VirtualBox VMs\bardak\bardak.vbox" with version "1.19-windows"
00:04:50.093264          Finished saving settings file "C:\Users\iidone\VirtualBox VMs\bardak\bardak.vbox"
00:04:50.116220          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:04:50.130477          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
00:04:58.246264          Saving settings file "C:\Users\iidone\VirtualBox VMs\bardak\bardak.vbox" with version "1.19-windows"
00:04:58.249411          Finished saving settings file "C:\Users\iidone\VirtualBox VMs\bardak\bardak.vbox"
00:04:58.264277          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:04:58.278676          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
00:05:03.184288          Saving settings file "C:\Users\iidone\VirtualBox VMs\bardak\bardak.vbox" with version "1.19-windows"
00:05:03.187802          Finished saving settings file "C:\Users\iidone\VirtualBox VMs\bardak\bardak.vbox"
00:05:03.196481          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:05:03.211960          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
00:05:04.402294          Saving settings file "C:\Users\iidone\VirtualBox VMs\bardak\bardak.vbox" with version "1.19-windows"
00:05:04.405637          Finished saving settings file "C:\Users\iidone\VirtualBox VMs\bardak\bardak.vbox"
00:05:04.413365          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:05:04.425133          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
00:05:05.450192          Saving settings file "C:\Users\iidone\VirtualBox VMs\bardak\bardak.vbox" with version "1.19-windows"
00:05:05.454660          Finished saving settings file "C:\Users\iidone\VirtualBox VMs\bardak\bardak.vbox"
00:05:05.462642          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:05:05.475619          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
00:06:25.013027          Saving settings file "C:\Users\iidone\VirtualBox VMs\bardak\bardak.vbox" with version "1.19-windows"
00:06:25.016629          Finished saving settings file "C:\Users\iidone\VirtualBox VMs\bardak\bardak.vbox"
00:06:25.029324          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:06:25.043205          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
00:06:29.794120          Saving settings file "C:\Users\iidone\VirtualBox VMs\bardak\bardak.vbox" with version "1.19-windows"
00:06:29.797410          Finished saving settings file "C:\Users\iidone\VirtualBox VMs\bardak\bardak.vbox"
00:06:29.810201          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:06:29.824968          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
00:06:33.834638          Saving settings file "C:\Users\iidone\VirtualBox VMs\bardak\bardak.vbox" with version "1.19-windows"
00:06:33.839574          Finished saving settings file "C:\Users\iidone\VirtualBox VMs\bardak\bardak.vbox"
00:06:33.848837          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:06:33.860592          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
00:06:53.783302          Saving settings file "C:\Users\iidone\.VirtualBox\VirtualBox.xml" with version "1.12-windows"
00:06:53.787166          Finished saving settings file "C:\Users\iidone\.VirtualBox\VirtualBox.xml"
00:06:53.943610          Saving settings file "C:\Users\iidone\VirtualBox VMs\bardak\bardak.vbox" with version "1.19-windows"
00:06:53.949187          Finished saving settings file "C:\Users\iidone\VirtualBox VMs\bardak\bardak.vbox"
00:06:53.967862          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:06:54.018448          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
00:06:55.927344          ERROR [COM]: aRC=E_FAIL (0x80004005) aIID={bea3ef5c-de2f-4b74-aa3a-15d6249371a0} aComponent={RecordingSettingsWrap} aText={Recording not started}, preserve=false aResultDetail=0
00:06:56.040430          Saving settings file "C:\Users\iidone\VirtualBox VMs\bardak\bardak.vbox" with version "1.19-windows"
00:06:56.044729          Finished saving settings file "C:\Users\iidone\VirtualBox VMs\bardak\bardak.vbox"
00:06:56.060914          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:06:56.080755          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
00:06:56.965326          Saving settings file "C:\Users\iidone\VirtualBox VMs\bardak\bardak.vbox" with version "1.19-windows"
00:06:56.970603          Finished saving settings file "C:\Users\iidone\VirtualBox VMs\bardak\bardak.vbox"
00:06:56.988157          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:06:57.045766          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
00:07:01.544185          ERROR [COM]: aRC=E_FAIL (0x80004005) aIID={bea3ef5c-de2f-4b74-aa3a-15d6249371a0} aComponent={RecordingSettingsWrap} aText={Recording not started}, preserve=false aResultDetail=0
00:07:01.654210          Saving settings file "C:\Users\iidone\VirtualBox VMs\bardak\bardak.vbox" with version "1.19-windows"
00:07:01.659412          Finished saving settings file "C:\Users\iidone\VirtualBox VMs\bardak\bardak.vbox"
00:07:01.680709          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:07:01.745538          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
00:07:05.102822          Saving settings file "C:\Users\iidone\VirtualBox VMs\bardak\bardak.vbox" with version "1.19-windows"
00:07:05.108545          Finished saving settings file "C:\Users\iidone\VirtualBox VMs\bardak\bardak.vbox"
00:07:05.131837          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:07:05.179645          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
00:07:13.353694          Saving settings file "C:\Users\iidone\VirtualBox VMs\bardak\bardak.vbox" with version "1.19-windows"
00:07:13.357272          Finished saving settings file "C:\Users\iidone\VirtualBox VMs\bardak\bardak.vbox"
00:07:13.367734          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:07:13.380722          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
